,ev_op_Hp15,ev_op_Hp20,ev_op_H,ev_op_Hp15_2f,ev_op_Hp20_2f,ev_op_H_2f,ev_op_Hp15_3f,ev_op_Hp20_3f,ev_op_H_3f,ev_op_Hp15_4f,ev_op_Hp20_4f,ev_op_H_4f
0,5.214818800095798,5.441133786995149,6.017060720577996,3.477702398263347,5.291115086002751,5.808389887795956,3.992490405880017,5.178170737530507,5.598328722362463,3.903451051031472,5.42322856215178,5.202799434018127
1,3.587269935911411,7.326677672984874,5.870222141473707,4.174877597014239,5.527075246104612,5.459818863422652,4.371503279160842,5.167067668697735,5.321987319420225,4.326169235593693,6.147312264906882,5.2705472901288015
2,4.476495636229131,5.799392722101293,5.963885606611248,4.214160573576781,4.951564789802345,5.459093220360357,4.445341205845229,4.983490183452266,5.307459965202835,4.4759697498258895,5.64728182203172,5.653880048115457
3,4.1457214763884345,6.132151013579456,6.0770576616469265,3.7689056207128617,4.933354436999432,5.45680340799094,4.150325983308658,5.558589441286573,5.6244177507182105,2.3949608675792082,5.2699680975801,5.270646683408737
4,4.551762470817398,5.980101270151458,5.851556939306232,3.9608232971143185,5.022846069529045,5.798162465311655,3.5257833366339035,5.077119382050809,5.512918078864888,3.6251435969489463,5.4690424837004095,5.56089677039086
5,4.358714901005425,6.820741564806802,6.460955919111248,4.7613069987596335,4.593924739032042,5.512290509379373,4.499242797527833,5.497152606371845,5.794524719207044,4.09618890228932,5.579892681907202,5.2604038985462775
6,4.452495343880585,6.390157777267557,6.46159454226149,3.7054838304970064,5.065707643475813,5.3750330145586585,3.7121583047092224,5.346306646957688,5.452744244407203,3.96394649236157,5.314159806646035,5.205442198511491
7,4.618451538279046,6.368170254678892,6.172563737116991,3.932896113574999,4.904107957847332,5.63479252609248,3.343012322183892,5.488127434039891,5.470199413649032,3.4012057242122187,5.137499097623627,5.6668246107460405
8,4.516179310367313,6.585120866926292,6.477198134139971,3.529872243884869,5.469571077232769,5.267103119494258,3.479990405880016,5.653187205453477,5.5344868343706315,4.297406582542639,5.655716680427432,5.107226494777188
9,4.274270048224277,5.756504607655916,5.812143224212218,4.900480566199517,4.951259729565615,5.345614086176862,4.247027496256958,4.743080234766665,5.580276009183497,3.2712000236768617,5.335706950861819,5.603954694659629
10,4.652457671004532,6.0124870061369,6.504608680188029,2.745048090659702,5.484708495190702,5.432326858156309,4.073644137055984,5.305612211503321,5.7110391153594655,3.928086560193202,5.302216620974029,5.111328125000003
11,3.1075991179927223,6.9746277263884355,6.238246566134225,4.363575888057123,4.441446144955582,5.1930916380353604,2.9495821920263707,5.393978259335844,4.858774467052592,4.051812855675399,5.519163702428644,5.476879380832204
12,4.625387635989727,6.875132475561405,6.169608332782043,3.3769084252914987,5.706181049595228,5.413593889841589,3.231437732895144,5.143839174268771,5.271783739097332,3.5389273063195765,5.776074636076782,5.5939837523068014
13,4.474972963461898,5.868254353303484,6.611837814371523,3.6094392920873792,4.869584838026619,5.190562512665373,4.005559176249111,4.47407994681408,5.376054964985197,3.115158893802271,5.420677960937457,5.58801518234248
14,4.515788132594907,5.602192088396606,6.326177435693771,3.776246938870954,4.6731620479848734,6.073240450470067,4.022080666956796,5.033289242535681,5.39706864319288,4.365494746518127,5.493138695269018,5.876255353129373
15,4.558441321465858,6.832703169590054,6.422447244428966,4.203460085785111,5.38479294341926,5.294934665694664,3.798020808561084,5.453537867775084,5.418385576884546,4.630796752219747,5.5485068000087425,5.248372722863031
16,4.18745412702387,6.580445322967393,5.955341068201621,3.438533207259707,5.642874917413838,4.989463964506389,3.898257617600973,5.659537715268127,5.903769883051949,3.9417635108373794,6.352484639819824,4.925579609875483
17,5.016720209544743,5.770118721361497,6.272542328995472,3.7955387404247567,5.234664494690134,5.2820252042566365,3.4714121537038,5.583563374847654,5.472761136250894,3.5106240255048546,5.480892874608252,5.433417273938029
18,4.596651748585524,6.634992835523945,6.107878044067719,2.1446186195160224,5.238620858656882,4.868688832368528,3.9252979766713656,4.98465517805534,5.5082017375740335,2.317146702668048,5.506102996714001,5.674105595926219
19,4.165224573315615,5.805023499151385,5.823917648872736,4.274180174747577,5.2745678107373015,5.221351617557444,3.532309826471032,5.293889705562298,5.08650675541869,4.176626724364566,5.457493464811084,5.490736766647817
20,5.416572856654776,7.076396660275975,5.9863679522327695,3.8858628534558304,4.935343982895144,5.648874697184068,3.732720821770553,4.814551615903563,5.622956031424113,3.5100041710698244,6.243084757638435,5.4296352316765395
21,2.931968559496933,5.322926490925328,6.339806911777509,4.200686029987871,5.1660015146021845,5.3020251321378655,4.5501524962569615,5.515789801902028,5.426636593771766,3.692562209849438,5.707152051401458,5.028366253198947
22,4.706015694920796,6.366385123759634,5.297767181994257,3.463915496714002,5.1823928195508095,5.35023513973277,3.787198616991583,5.333388635815615,5.485184538518448,3.9453960458521857,5.229027604173865,5.650350312717642
23,4.094807604391505,5.730891137578317,6.526306786799273,4.048336437412946,5.049813169481235,5.46840948896675,4.406235889602185,5.204179130331636,5.567738685911411,4.183281110158415,5.824119424442881,5.44441482503479
24,2.8548696722013727,6.11085151790995,6.055542843771766,4.097413880266343,4.49654352372039,5.7867594796091435,4.868041106741831,4.861972105675575,5.254752277136973,3.7484840721840675,5.994649344272336,5.501539287125732
25,5.245399452189241,6.541006590246362,6.1125659613945,2.496409796178645,4.83843249427662,5.1747807754178,3.9937170531641586,5.622920930231555,5.913740408077994,4.058940171330992,5.666960842248467,5.637821742318041
26,4.237026596078565,5.855883839854613,6.056107790477025,3.3759324265538058,5.192165189502107,5.4789199430710385,4.473122773524513,4.940127616273549,5.670332588418368,4.4238808783730565,5.434313415041746,5.648290147110036
27,4.572964648850973,6.91704849364564,5.771381575383012,4.214624322249359,5.5653054797614905,5.76361140657646,3.767257420503964,5.446126696835845,5.312218569964324,4.632110069811977,5.278611126893287,5.594618619516023
28,4.428318090420474,5.914581709174756,6.126082351127267,3.519096071727026,5.008279023524513,5.51994405005227,3.5686006959217607,5.123743327167478,5.479937720229772,4.1782910538823685,5.20159496178625,5.542319005462219
29,5.065478549486407,6.688569842313759,6.31411261396675,3.553301476061976,5.27314550134919,5.689405165389971,4.071394986572894,5.021990725757281,4.806473533295634,2.169316052250075,6.112657639623949,5.2646578895804215
30,5.299294998128481,5.748086149460361,5.9227123419873,4.055404942962218,5.243230091617314,5.572935176074999,3.780338146914159,5.390289147284146,5.821518224212219,4.875117259618776,5.554863840616349,5.6880696727454705
31,2.994753531315294,5.949137358504533,6.32244981611246,3.426065872214396,5.206925044045955,5.409321411973386,4.300347526875806,5.86462021670437,5.364646350866103,4.077545175966179,5.225522130462219,5.528994939219176
32,3.942607733221602,7.351883339941667,6.317546430144501,3.7948286629090586,5.326846783600328,5.186445170460435,4.569577754461253,5.277151494233092,5.477021522632368,2.9782707513056623,6.026628743275654,5.195469722297169
33,4.864100657925648,5.39568749173059,6.587782264689241,4.601895228259956,4.825875781794099,5.588776761250892,4.2014144479021,5.870839706106394,5.242149827123951,3.2461021532685215,5.482280150526619,5.63559740629353
34,3.9351611114858387,7.049176700687706,5.623568520412626,3.4811172425574446,4.957238168937137,5.252609817657524,4.004408991251785,5.0061051510707175,5.624779873041424,3.9115512409688544,5.1995340969707105,5.39659781095494
35,4.43225860695947,5.815772984375089,6.222308441243043,3.9085811734636797,5.47704126144677,5.386959100822573,3.6286703433364877,5.246367532708009,5.61128141737031,3.4919725164084148,5.925191421113353,5.1402952607503245
36,2.4662599349320353,6.174896230283824,6.26725777010793,4.160624239663194,4.673148422636652,5.5738885257007285,3.8067453080824536,4.925337036973385,4.9144818985680425,4.11791300761667,5.795029817983981,5.759151748585522
37,5.744816921026297,6.428917303664729,5.974022602846442,3.9364631045220886,5.722899589832849,5.719237378873628,4.112693575470067,5.485037185628481,5.413596946574677,4.177008450056553,5.676085340137544,5.439055619603078
38,4.695891974429858,5.597694825252429,6.383435275722494,4.357683633944094,5.111303242818611,5.474865155923545,4.085368312304126,5.547648952276296,5.474018226410198,3.921527191243045,5.012879639058088,5.023215150961897
39,3.089773062565295,6.472194869842481,5.394809205975813,4.643270336176862,5.028981313870954,5.3465383803534,3.590171470338592,4.6533000886360085,5.713530015080993,4.535363935867884,5.863710032925649,5.240984900243688
40,4.390035306558978,5.795437125065295,6.3876700129918325,3.2462524274459503,4.91648249812848,5.661921360223708,3.7536744488814766,5.569695352694094,5.276489173158985,4.146526638470637,5.539547724516914,5.240655442875163
41,4.8428068016626264,6.493289104892073,6.474548556972494,4.123222166804449,4.99840330118382,5.5385956268715235,4.654363118275653,5.246029593358253,5.363146823250323,3.1984958817896425,5.3416893493428015,5.477558801314402
42,4.96290598737816,5.823723656075892,6.2586567223842255,3.750623125326461,4.776767400026049,5.1342783138491885,4.469049014493366,5.07993459577387,5.39128593364814,3.4369181570550924,5.619446452167478,5.618578667305019
43,3.8611796555753215,6.680075902920474,5.848383077319825,3.496170133574108,5.3258622241686915,5.412566378721281,4.373252474233982,5.341437110201944,5.397693573272088,4.0609461851496755,5.4165501288301,5.4876335920961195
